# Gene Family	11507229_rna_4-RPKs
UniRef90_G2T596|g__Roseburia.s__Roseburia_hominis	0.6648936170
UniRef90_R7JHR5	0.6583278473
UniRef90_R7JHR5|g__Alistipes.s__Alistipes_putredinis	0.6583278473
UniRef90_A6L1U3	0.6544502618
UniRef90_A6L1U3|g__Bacteroides.s__Bacteroides_vulgatus	0.6544502618
UniRef90_C7H388	0.6506180872
UniRef90_C7H388|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.6506180872
UniRef90_Q5LAF6	0.6468305304
UniRef90_Q5LAF6|g__Bacteroides.s__Bacteroides_ovatus	0.6468305304
UniRef90_R7JLK6	0.6455777921
UniRef90_R7JLK6|g__Alistipes.s__Alistipes_putredinis	0.6455777921
UniRef90_R6JPW2	0.6357279085
UniRef90_R6JPW2|g__Bacteroides.s__Bacteroides_ovatus	0.6357279085
UniRef90_R6HJL8	0.6333122229
UniRef90_R6HJL8|g__Bacteroides.s__Bacteroides_vulgatus	0.6333122229
UniRef90_R7EHX2	0.6333122229
UniRef90_R7EHX2|g__Bacteroides.s__Bacteroides_uniformis	0.6333122229
UniRef90_R6V8F2	0.6321112516
UniRef90_R6V8F2|g__Bacteroides.s__Bacteroides_ovatus	0.6321112516
UniRef90_R7NRD7	0.6297427295
UniRef90_R7NRD7|g__Bacteroides.s__Bacteroides_vulgatus	0.6297427295
UniRef90_R6JSL5	0.6287266147
UniRef90_R6JSL5|g__Bacteroides.s__Bacteroides_ovatus	0.6287266147
UniRef90_R7EP11	0.6273525721
UniRef90_R7EP11|g__Bacteroides.s__Bacteroides_uniformis	0.6273525721
UniRef90_D4KQL9	0.6215040398
UniRef90_D4KQL9|g__Roseburia.s__Roseburia_intestinalis	0.6215040398
UniRef90_R6WXR3	0.6146281500
UniRef90_R6WXR3|g__Alistipes.s__Alistipes_shahii	0.6146281500
UniRef90_R7JLV3	0.6123698714
UniRef90_R7JLV3|g__Alistipes.s__Alistipes_putredinis	0.6123698714
UniRef90_R7NZX9	0.6123698714
UniRef90_R7NZX9|g__Bacteroides.s__Bacteroides_vulgatus	0.6123698714
UniRef90_G2SY29	0.6106489947
UniRef90_G2SY29|g__Eubacterium.s__Eubacterium_ramulus	0.6106489947
UniRef90_R6G829	0.6101281269
UniRef90_R6G829|g__Bacteroides.s__Bacteroides_uniformis	0.6101281269
UniRef90_R6IJD7	0.6024096386
UniRef90_R6IJD7|g__Bacteroides.s__Bacteroides_vulgatus	0.6024096386
UniRef90_R5YCK5	0.6002400960
UniRef90_R5YCK5|g__Bacteroides.s__Bacteroides_stercoris	0.6002400960
UniRef90_R6Y9C3	0.5844535359
UniRef90_R6Y9C3|g__Bacteroides.s__Bacteroides_dorei	0.5844535359
UniRef90_R7EPC6	0.5763688761
UniRef90_R7EPC6|g__Bacteroides.s__Bacteroides_uniformis	0.5763688761
UniRef90_B2UQ98	0.5735589332
UniRef90_B2UQ98|g__Akkermansia.s__Akkermansia_muciniphila	0.5735589332
UniRef90_E6SW36	0.5724098454
UniRef90_E6SW36|g__Bacteroides.s__Bacteroides_uniformis	0.5724098454
UniRef90_R6J2X3	0.5685048323
UniRef90_R6J2X3|g__Bacteroides.s__Bacteroides_ovatus	0.5685048323
UniRef90_E6SSP6	0.5636978579
UniRef90_E6SSP6|g__Bacteroides.s__Bacteroides_stercoris	0.5636978579
UniRef90_S3YB79	0.5627822659
UniRef90_S3YB79|g__Bacteroides.s__Bacteroides_stercoris	0.5627822659
UniRef90_A6KZW9	0.5608524958
UniRef90_A6KZW9|g__Bacteroides.s__Bacteroides_vulgatus	0.5608524958
UniRef90_R6L4Q0	0.5552470850
UniRef90_R6L4Q0|g__Bacteroides.s__Bacteroides_stercoris	0.5552470850
UniRef90_R6LGM2	0.5515719801
UniRef90_R6LGM2|g__Bacteroides.s__Bacteroides_uniformis	0.5515719801
UniRef90_K9E7E4	0.5460571179
UniRef90_K9E7E4|g__Bacteroides.s__Bacteroides_uniformis	0.5460571179
UniRef90_I3YMC9	0.5434782609
UniRef90_I3YMC9|g__Alistipes.s__Alistipes_finegoldii	0.5434782609
UniRef90_R7JPS5	0.5399568035
UniRef90_R7JPS5|g__Alistipes.s__Alistipes_putredinis	0.5399568035
UniRef90_B0MZN3	0.5285412262
UniRef90_B0MZN3|g__Alistipes.s__Alistipes_putredinis	0.5285412262
UniRef90_R5Z9U5	0.5230125523
UniRef90_R5Z9U5|g__Collinsella.s__Collinsella_aerofaciens	0.5230125523
UniRef90_R7C4V6	0.5186721992
UniRef90_R7C4V6|g__Anaerostipes.s__Anaerostipes_hadrus	0.5186721992
UniRef90_D4IQG0	0.5182743077
UniRef90_D4IQG0|g__Alistipes.s__Alistipes_shahii	0.5182743077
UniRef90_R7E8P0	0.5181347150
UniRef90_R7E8P0|g__Bacteroides.s__Bacteroides_uniformis	0.5181347150
UniRef90_R6B815	0.4849660524
UniRef90_R6B815|g__Bacteroides.s__Bacteroides_uniformis	0.4849660524
UniRef90_C4Z2R9	0.4799252381
UniRef90_C4Z2R9|g__Eubacterium.s__Eubacterium_eligens	0.4799252381
UniRef90_A6L076	0.4786979416
UniRef90_A6L076|g__Bacteroides.s__Bacteroides_vulgatus	0.4786979416
UniRef90_I9J891	0.4732607667
UniRef90_I9J891|g__Bacteroides.s__Bacteroides_uniformis	0.4732607667
UniRef90_E2ZFJ9	0.4496402878
UniRef90_E2ZFJ9|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.4496402878
UniRef90_C0B644	0.4428697963
UniRef90_C0B644|g__Coprococcus.s__Coprococcus_comes	0.4428697963
UniRef90_C4ZB99	0.4298561931
UniRef90_C4ZB99|g__Roseburia.s__Roseburia_intestinalis	0.4298561931
UniRef90_Q64SE5	0.4260758415
UniRef90_Q64SE5|g__Bacteroides.s__Bacteroides_ovatus	0.4260758415
UniRef90_R6E050	0.4144218815
UniRef90_R6E050|g__Bacteroides.s__Bacteroides_ovatus	0.4144218815
UniRef90_S6C497	0.4003202562
UniRef90_S6C497|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0.4003202562
UniRef90_C7HAT0	0.3932102437
UniRef90_C7HAT0|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.3932102437
UniRef90_A6KZV4	0.3305785124
UniRef90_A6KZV4|g__Bacteroides.s__Bacteroides_dorei	0.3305785124
UniRef90_I3YMT2	0.3164556962
UniRef90_I3YMT2|g__Alistipes.s__Alistipes_finegoldii	0.3164556962
UniRef90_R6JRK2	0.2902826902
UniRef90_R6JRK2|g__Bacteroides.s__Bacteroides_ovatus	0.2902826902
UniRef90_R5ZNH7	0.2824061000
UniRef90_R5ZNH7|g__Collinsella.s__Collinsella_aerofaciens	0.2824061000
UniRef90_J9F9P5	0.2266545784
UniRef90_J9F9P5|g__Bacteroides.s__Bacteroides_dorei	0.2266545784
UniRef90_A7V029	0.1603592046
UniRef90_A7V029|g__Bacteroides.s__Bacteroides_uniformis	0.1603592046
